Sample,study,media_type,media,source,community,days
SRR7134120_Leucine_goldford_X3_2.0,goldford,simple,Leucine,goldford_X3,goldford_X3_2.0,0
SRR7134120_Leucine_goldford_X3_3.0,goldford,simple,Leucine,goldford_X3,goldford_X3_3.0,0
SRR7134120_Leucine_goldford_X3_4.0,goldford,simple,Leucine,goldford_X3,goldford_X3_4.0,0
SRR7134120_Leucine_goldford_X3_5.0,goldford,simple,Leucine,goldford_X3,goldford_X3_5.0,0
SRR7134120_Leucine_goldford_X3_6.0,goldford,simple,Leucine,goldford_X3,goldford_X3_6.0,0
SRR7134120_Leucine_goldford_X3_7.0,goldford,simple,Leucine,goldford_X3,goldford_X3_7.0,0
SRR7134120_Leucine_goldford_X3_8.0,goldford,simple,Leucine,goldford_X3,goldford_X3_8.0,0
SRR7134120_Glucose_goldford_X3_1.0,goldford,simple,Glucose,goldford_X3,goldford_X3_1.0,0
SRR7134120_Glucose_goldford_X3_2.0,goldford,simple,Glucose,goldford_X3,goldford_X3_2.0,0
SRR7134120_Glucose_goldford_X3_3.0,goldford,simple,Glucose,goldford_X3,goldford_X3_3.0,0
SRR7134120_Glucose_goldford_X3_4.0,goldford,simple,Glucose,goldford_X3,goldford_X3_4.0,0
SRR7134120_Glucose_goldford_X3_5.0,goldford,simple,Glucose,goldford_X3,goldford_X3_5.0,0
SRR7134120_Glucose_goldford_X3_6.0,goldford,simple,Glucose,goldford_X3,goldford_X3_6.0,0
SRR7134120_Glucose_goldford_X3_7.0,goldford,simple,Glucose,goldford_X3,goldford_X3_7.0,0
SRR7134120_Glucose_goldford_X3_8.0,goldford,simple,Glucose,goldford_X3,goldford_X3_8.0,0
SRR7134117_Citrate_goldford_X9_1.0,goldford,simple,Citrate,goldford_X9,goldford_X9_1.0,0
SRR7134117_Citrate_goldford_X9_2.0,goldford,simple,Citrate,goldford_X9,goldford_X9_2.0,0
SRR7134117_Citrate_goldford_X9_3.0,goldford,simple,Citrate,goldford_X9,goldford_X9_3.0,0
SRR7134117_Citrate_goldford_X9_4.0,goldford,simple,Citrate,goldford_X9,goldford_X9_4.0,0
SRR7134117_Citrate_goldford_X9_5.0,goldford,simple,Citrate,goldford_X9,goldford_X9_5.0,0
SRR7134117_Citrate_goldford_X9_6.0,goldford,simple,Citrate,goldford_X9,goldford_X9_6.0,0
SRR7134117_Citrate_goldford_X9_7.0,goldford,simple,Citrate,goldford_X9,goldford_X9_7.0,0
SRR7134117_Citrate_goldford_X9_8.0,goldford,simple,Citrate,goldford_X9,goldford_X9_8.0,0
SRR7134117_Leucine_goldford_X9_1.0,goldford,simple,Leucine,goldford_X9,goldford_X9_1.0,0
SRR7134117_Leucine_goldford_X9_2.0,goldford,simple,Leucine,goldford_X9,goldford_X9_2.0,0
SRR7134117_Leucine_goldford_X9_3.0,goldford,simple,Leucine,goldford_X9,goldford_X9_3.0,0
SRR7134117_Leucine_goldford_X9_4.0,goldford,simple,Leucine,goldford_X9,goldford_X9_4.0,0
SRR7134117_Leucine_goldford_X9_5.0,goldford,simple,Leucine,goldford_X9,goldford_X9_5.0,0
SRR7134117_Leucine_goldford_X9_6.0,goldford,simple,Leucine,goldford_X9,goldford_X9_6.0,0
SRR7134117_Leucine_goldford_X9_7.0,goldford,simple,Leucine,goldford_X9,goldford_X9_7.0,0
SRR7134117_Leucine_goldford_X9_8.0,goldford,simple,Leucine,goldford_X9,goldford_X9_8.0,0
SRR7134117_Glucose_goldford_X9_1.0,goldford,simple,Glucose,goldford_X9,goldford_X9_1.0,0
SRR7134117_Glucose_goldford_X9_2.0,goldford,simple,Glucose,goldford_X9,goldford_X9_2.0,0
SRR7134117_Glucose_goldford_X9_3.0,goldford,simple,Glucose,goldford_X9,goldford_X9_3.0,0
SRR7134117_Glucose_goldford_X9_4.0,goldford,simple,Glucose,goldford_X9,goldford_X9_4.0,0
SRR7134117_Glucose_goldford_X9_5.0,goldford,simple,Glucose,goldford_X9,goldford_X9_5.0,0
SRR7134117_Glucose_goldford_X9_6.0,goldford,simple,Glucose,goldford_X9,goldford_X9_6.0,0
SRR7134117_Glucose_goldford_X9_7.0,goldford,simple,Glucose,goldford_X9,goldford_X9_7.0,0
SRR7134107_Citrate_goldford_X4_1.0,goldford,simple,Citrate,goldford_X4,goldford_X4_1.0,0
SRR7134107_Citrate_goldford_X4_2.0,goldford,simple,Citrate,goldford_X4,goldford_X4_2.0,0
SRR7134107_Citrate_goldford_X4_3.0,goldford,simple,Citrate,goldford_X4,goldford_X4_3.0,0
SRR7134107_Citrate_goldford_X4_4.0,goldford,simple,Citrate,goldford_X4,goldford_X4_4.0,0
SRR7134107_Citrate_goldford_X4_5.0,goldford,simple,Citrate,goldford_X4,goldford_X4_5.0,0
SRR7134107_Citrate_goldford_X4_6.0,goldford,simple,Citrate,goldford_X4,goldford_X4_6.0,0
SRR7134107_Citrate_goldford_X4_7.0,goldford,simple,Citrate,goldford_X4,goldford_X4_7.0,0
SRR7134107_Citrate_goldford_X4_8.0,goldford,simple,Citrate,goldford_X4,goldford_X4_8.0,0
SRR7134107_Leucine_goldford_X4_1.0,goldford,simple,Leucine,goldford_X4,goldford_X4_1.0,0
SRR7134107_Leucine_goldford_X4_2.0,goldford,simple,Leucine,goldford_X4,goldford_X4_2.0,0
SRR7134107_Leucine_goldford_X4_3.0,goldford,simple,Leucine,goldford_X4,goldford_X4_3.0,0
SRR7134107_Leucine_goldford_X4_4.0,goldford,simple,Leucine,goldford_X4,goldford_X4_4.0,0
SRR7134107_Leucine_goldford_X4_5.0,goldford,simple,Leucine,goldford_X4,goldford_X4_5.0,0
SRR7134107_Leucine_goldford_X4_6.0,goldford,simple,Leucine,goldford_X4,goldford_X4_6.0,0
SRR7134107_Leucine_goldford_X4_7.0,goldford,simple,Leucine,goldford_X4,goldford_X4_7.0,0
SRR7134107_Leucine_goldford_X4_8.0,goldford,simple,Leucine,goldford_X4,goldford_X4_8.0,0
SRR7134107_Glucose_goldford_X4_1.0,goldford,simple,Glucose,goldford_X4,goldford_X4_1.0,0
SRR7134107_Glucose_goldford_X4_2.0,goldford,simple,Glucose,goldford_X4,goldford_X4_2.0,0
SRR7134107_Glucose_goldford_X4_3.0,goldford,simple,Glucose,goldford_X4,goldford_X4_3.0,0
SRR7134107_Glucose_goldford_X4_4.0,goldford,simple,Glucose,goldford_X4,goldford_X4_4.0,0
SRR7134107_Glucose_goldford_X4_5.0,goldford,simple,Glucose,goldford_X4,goldford_X4_5.0,0
SRR7134107_Glucose_goldford_X4_6.0,goldford,simple,Glucose,goldford_X4,goldford_X4_6.0,0
SRR7134107_Glucose_goldford_X4_7.0,goldford,simple,Glucose,goldford_X4,goldford_X4_7.0,0
SRR7134107_Glucose_goldford_X4_8.0,goldford,simple,Glucose,goldford_X4,goldford_X4_8.0,0
SRR7134106_Citrate_goldford_X10_1.0,goldford,simple,Citrate,goldford_X10,goldford_X10_1.0,0
SRR7134106_Citrate_goldford_X10_2.0,goldford,simple,Citrate,goldford_X10,goldford_X10_2.0,0
SRR7134106_Citrate_goldford_X10_3.0,goldford,simple,Citrate,goldford_X10,goldford_X10_3.0,0
SRR7134106_Citrate_goldford_X10_4.0,goldford,simple,Citrate,goldford_X10,goldford_X10_4.0,0
SRR7134106_Citrate_goldford_X10_5.0,goldford,simple,Citrate,goldford_X10,goldford_X10_5.0,0
SRR7134106_Citrate_goldford_X10_6.0,goldford,simple,Citrate,goldford_X10,goldford_X10_6.0,0
SRR7134106_Citrate_goldford_X10_7.0,goldford,simple,Citrate,goldford_X10,goldford_X10_7.0,0
SRR7134106_Citrate_goldford_X10_8.0,goldford,simple,Citrate,goldford_X10,goldford_X10_8.0,0
SRR7134106_Leucine_goldford_X10_1.0,goldford,simple,Leucine,goldford_X10,goldford_X10_1.0,0
SRR7134106_Leucine_goldford_X10_2.0,goldford,simple,Leucine,goldford_X10,goldford_X10_2.0,0
SRR7134106_Leucine_goldford_X10_3.0,goldford,simple,Leucine,goldford_X10,goldford_X10_3.0,0
SRR7134106_Leucine_goldford_X10_4.0,goldford,simple,Leucine,goldford_X10,goldford_X10_4.0,0
SRR7134106_Leucine_goldford_X10_5.0,goldford,simple,Leucine,goldford_X10,goldford_X10_5.0,0
SRR7134106_Leucine_goldford_X10_6.0,goldford,simple,Leucine,goldford_X10,goldford_X10_6.0,0
SRR7134106_Leucine_goldford_X10_7.0,goldford,simple,Leucine,goldford_X10,goldford_X10_7.0,0
SRR7134106_Leucine_goldford_X10_8.0,goldford,simple,Leucine,goldford_X10,goldford_X10_8.0,0
SRR7134106_Glucose_goldford_X10_1.0,goldford,simple,Glucose,goldford_X10,goldford_X10_1.0,0
SRR7134106_Glucose_goldford_X10_2.0,goldford,simple,Glucose,goldford_X10,goldford_X10_2.0,0
SRR7134106_Glucose_goldford_X10_3.0,goldford,simple,Glucose,goldford_X10,goldford_X10_3.0,0
SRR7134106_Glucose_goldford_X10_4.0,goldford,simple,Glucose,goldford_X10,goldford_X10_4.0,0
SRR7134106_Glucose_goldford_X10_5.0,goldford,simple,Glucose,goldford_X10,goldford_X10_5.0,0
SRR7134106_Glucose_goldford_X10_6.0,goldford,simple,Glucose,goldford_X10,goldford_X10_6.0,0
SRR7134106_Glucose_goldford_X10_7.0,goldford,simple,Glucose,goldford_X10,goldford_X10_7.0,0
SRR7133937_Citrate_goldford_X5_1.0,goldford,simple,Citrate,goldford_X5,goldford_X5_1.0,0
SRR7133937_Citrate_goldford_X5_2.0,goldford,simple,Citrate,goldford_X5,goldford_X5_2.0,0
SRR7133937_Citrate_goldford_X5_3.0,goldford,simple,Citrate,goldford_X5,goldford_X5_3.0,0
SRR7133937_Citrate_goldford_X5_4.0,goldford,simple,Citrate,goldford_X5,goldford_X5_4.0,0
SRR7133937_Citrate_goldford_X5_5.0,goldford,simple,Citrate,goldford_X5,goldford_X5_5.0,0
SRR7133937_Citrate_goldford_X5_6.0,goldford,simple,Citrate,goldford_X5,goldford_X5_6.0,0
SRR7133937_Citrate_goldford_X5_7.0,goldford,simple,Citrate,goldford_X5,goldford_X5_7.0,0
SRR7133937_Citrate_goldford_X5_8.0,goldford,simple,Citrate,goldford_X5,goldford_X5_8.0,0
SRR7133937_Leucine_goldford_X5_1.0,goldford,simple,Leucine,goldford_X5,goldford_X5_1.0,0
SRR7133937_Leucine_goldford_X5_2.0,goldford,simple,Leucine,goldford_X5,goldford_X5_2.0,0
SRR7133937_Leucine_goldford_X5_3.0,goldford,simple,Leucine,goldford_X5,goldford_X5_3.0,0
SRR7133937_Leucine_goldford_X5_4.0,goldford,simple,Leucine,goldford_X5,goldford_X5_4.0,0
SRR7133937_Leucine_goldford_X5_5.0,goldford,simple,Leucine,goldford_X5,goldford_X5_5.0,0
SRR7133937_Leucine_goldford_X5_6.0,goldford,simple,Leucine,goldford_X5,goldford_X5_6.0,0
SRR7133937_Leucine_goldford_X5_7.0,goldford,simple,Leucine,goldford_X5,goldford_X5_7.0,0
SRR7133937_Leucine_goldford_X5_8.0,goldford,simple,Leucine,goldford_X5,goldford_X5_8.0,0
SRR7133937_Glucose_goldford_X5_1.0,goldford,simple,Glucose,goldford_X5,goldford_X5_1.0,0
SRR7133937_Glucose_goldford_X5_2.0,goldford,simple,Glucose,goldford_X5,goldford_X5_2.0,0
SRR7133937_Glucose_goldford_X5_3.0,goldford,simple,Glucose,goldford_X5,goldford_X5_3.0,0
SRR7133937_Glucose_goldford_X5_4.0,goldford,simple,Glucose,goldford_X5,goldford_X5_4.0,0
SRR7133937_Glucose_goldford_X5_5.0,goldford,simple,Glucose,goldford_X5,goldford_X5_5.0,0
SRR7133937_Glucose_goldford_X5_6.0,goldford,simple,Glucose,goldford_X5,goldford_X5_6.0,0
SRR7133937_Glucose_goldford_X5_7.0,goldford,simple,Glucose,goldford_X5,goldford_X5_7.0,0
SRR7133937_Glucose_goldford_X5_8.0,goldford,simple,Glucose,goldford_X5,goldford_X5_8.0,0
SRR7134351_Citrate_goldford_X6_1.0,goldford,simple,Citrate,goldford_X6,goldford_X6_1.0,0
SRR7134351_Citrate_goldford_X6_2.0,goldford,simple,Citrate,goldford_X6,goldford_X6_2.0,0
SRR7134351_Citrate_goldford_X6_3.0,goldford,simple,Citrate,goldford_X6,goldford_X6_3.0,0
SRR7134351_Citrate_goldford_X6_4.0,goldford,simple,Citrate,goldford_X6,goldford_X6_4.0,0
SRR7134351_Citrate_goldford_X6_5.0,goldford,simple,Citrate,goldford_X6,goldford_X6_5.0,0
SRR7134351_Citrate_goldford_X6_6.0,goldford,simple,Citrate,goldford_X6,goldford_X6_6.0,0
SRR7134351_Citrate_goldford_X6_7.0,goldford,simple,Citrate,goldford_X6,goldford_X6_7.0,0
SRR7134351_Citrate_goldford_X6_8.0,goldford,simple,Citrate,goldford_X6,goldford_X6_8.0,0
SRR7134351_Leucine_goldford_X6_1.0,goldford,simple,Leucine,goldford_X6,goldford_X6_1.0,0
SRR7134351_Leucine_goldford_X6_2.0,goldford,simple,Leucine,goldford_X6,goldford_X6_2.0,0
SRR7134351_Leucine_goldford_X6_3.0,goldford,simple,Leucine,goldford_X6,goldford_X6_3.0,0
SRR7134351_Leucine_goldford_X6_4.0,goldford,simple,Leucine,goldford_X6,goldford_X6_4.0,0
SRR7134351_Leucine_goldford_X6_5.0,goldford,simple,Leucine,goldford_X6,goldford_X6_5.0,0
SRR7134351_Leucine_goldford_X6_6.0,goldford,simple,Leucine,goldford_X6,goldford_X6_6.0,0
SRR7134351_Leucine_goldford_X6_7.0,goldford,simple,Leucine,goldford_X6,goldford_X6_7.0,0
SRR7134351_Leucine_goldford_X6_8.0,goldford,simple,Leucine,goldford_X6,goldford_X6_8.0,0
SRR7134351_Glucose_goldford_X6_1.0,goldford,simple,Glucose,goldford_X6,goldford_X6_1.0,0
SRR7134351_Glucose_goldford_X6_2.0,goldford,simple,Glucose,goldford_X6,goldford_X6_2.0,0
SRR7134351_Glucose_goldford_X6_3.0,goldford,simple,Glucose,goldford_X6,goldford_X6_3.0,0
SRR7134351_Glucose_goldford_X6_4.0,goldford,simple,Glucose,goldford_X6,goldford_X6_4.0,0
SRR7134351_Glucose_goldford_X6_5.0,goldford,simple,Glucose,goldford_X6,goldford_X6_5.0,0
SRR7134351_Glucose_goldford_X6_6.0,goldford,simple,Glucose,goldford_X6,goldford_X6_6.0,0
SRR7134351_Glucose_goldford_X6_7.0,goldford,simple,Glucose,goldford_X6,goldford_X6_7.0,0
SRR7134351_Glucose_goldford_X6_8.0,goldford,simple,Glucose,goldford_X6,goldford_X6_8.0,0
SRR7134353_Citrate_goldford_X12_1.0,goldford,simple,Citrate,goldford_X12,goldford_X12_1.0,0
SRR7134353_Citrate_goldford_X12_2.0,goldford,simple,Citrate,goldford_X12,goldford_X12_2.0,0
SRR7134353_Citrate_goldford_X12_3.0,goldford,simple,Citrate,goldford_X12,goldford_X12_3.0,0
SRR7134353_Citrate_goldford_X12_4.0,goldford,simple,Citrate,goldford_X12,goldford_X12_4.0,0
SRR7134353_Citrate_goldford_X12_5.0,goldford,simple,Citrate,goldford_X12,goldford_X12_5.0,0
SRR7134353_Citrate_goldford_X12_6.0,goldford,simple,Citrate,goldford_X12,goldford_X12_6.0,0
SRR7134353_Leucine_goldford_X12_1.0,goldford,simple,Leucine,goldford_X12,goldford_X12_1.0,0
SRR7134353_Leucine_goldford_X12_2.0,goldford,simple,Leucine,goldford_X12,goldford_X12_2.0,0
SRR7134353_Leucine_goldford_X12_3.0,goldford,simple,Leucine,goldford_X12,goldford_X12_3.0,0
SRR7134353_Leucine_goldford_X12_4.0,goldford,simple,Leucine,goldford_X12,goldford_X12_4.0,0
SRR7134353_Leucine_goldford_X12_5.0,goldford,simple,Leucine,goldford_X12,goldford_X12_5.0,0
SRR7134353_Leucine_goldford_X12_6.0,goldford,simple,Leucine,goldford_X12,goldford_X12_6.0,0
SRR7134353_Glucose_goldford_X12_1.0,goldford,simple,Glucose,goldford_X12,goldford_X12_1.0,0
SRR7134353_Glucose_goldford_X12_2.0,goldford,simple,Glucose,goldford_X12,goldford_X12_2.0,0
SRR7134353_Glucose_goldford_X12_3.0,goldford,simple,Glucose,goldford_X12,goldford_X12_3.0,0
SRR7134353_Glucose_goldford_X12_4.0,goldford,simple,Glucose,goldford_X12,goldford_X12_4.0,0
SRR7134353_Glucose_goldford_X12_5.0,goldford,simple,Glucose,goldford_X12,goldford_X12_5.0,0
SRR7134353_Glucose_goldford_X12_6.0,goldford,simple,Glucose,goldford_X12,goldford_X12_6.0,0
SRR7134353_Glucose_goldford_X12_7.0,goldford,simple,Glucose,goldford_X12,goldford_X12_7.0,0
SRR7253643_Glucose_goldford_X13_1.0,goldford,simple,Glucose,goldford_X13,goldford_X13_1.0,0
SRR7253642_Glucose_goldford_X14_1.0,goldford,simple,Glucose,goldford_X14,goldford_X14_1.0,0
SRR7253641_Glucose_goldford_X15_1.0,goldford,simple,Glucose,goldford_X15,goldford_X15_1.0,0
SRR9953690,bittleston,complex,Cricket,bittleston_M01,bittleston_M01_filtered,6
SRR9953692,bittleston,complex,Cricket,bittleston_M04,bittleston_M04_filtered,24
SRR9953695,bittleston,complex,Cricket,bittleston_M01,bittleston_M01_filtered,12
SRR9953697,bittleston,complex,Cricket,bittleston_M10,bittleston_M10_unfiltered,18
SRR9953699,bittleston,complex,Cricket,bittleston_M08,bittleston_M08_unfiltered,60
SRR9953702,bittleston,complex,Cricket,bittleston_M07,bittleston_M07_unfiltered,18
SRR9953704,bittleston,complex,Cricket,bittleston_M07,bittleston_M07_unfiltered,27
SRR9953706,bittleston,complex,Cricket,bittleston_M07,bittleston_M07_unfiltered,24
SRR9953708,bittleston,complex,Cricket,bittleston_M05,bittleston_M05_filtered,6
SRR9953710,bittleston,complex,Cricket,bittleston_M05,bittleston_M05_filtered,9
SRR9953712,bittleston,complex,Cricket,bittleston_M04,bittleston_M04_unfiltered,63
SRR9953713,bittleston,complex,Cricket,bittleston_M04,bittleston_M04_filtered,63
SRR9953716,bittleston,complex,Cricket,bittleston_M10,bittleston_M10_filtered,18
SRR9953718,bittleston,complex,Cricket,bittleston_M05,bittleston_M05_unfiltered,12
SRR9953720,bittleston,complex,Cricket,bittleston_M05,bittleston_M05_unfiltered,15
SRR9953722,bittleston,complex,Cricket,bittleston_M05,bittleston_M05_unfiltered,18
SRR9953724,bittleston,complex,Cricket,bittleston_M05,bittleston_M05_unfiltered,21
SRR9953726,bittleston,complex,Cricket,bittleston_M05,bittleston_M05_unfiltered,24
SRR9953727,bittleston,complex,Cricket,bittleston_M05,bittleston_M05_filtered,27
SRR9953729,bittleston,complex,Cricket,bittleston_M02,bittleston_M02_filtered,24
SRR9953731,bittleston,complex,Cricket,bittleston_M02,bittleston_M02_filtered,18
SRR9953733,bittleston,complex,Cricket,bittleston_M02,bittleston_M02_filtered,21
SRR9953735,bittleston,complex,Cricket,bittleston_M02,bittleston_M02_filtered,12
SRR9953736,bittleston,complex,Cricket,bittleston_M02,bittleston_M02_unfiltered,15
SRR9953737,bittleston,complex,Cricket,bittleston_M02,bittleston_M02_filtered,15
SRR9953738,bittleston,complex,Cricket,bittleston_M09,bittleston_M09_filtered,18
SRR9953741,bittleston,complex,Cricket,bittleston_M09,bittleston_M09_unfiltered,18
SRR9953742,bittleston,complex,Cricket,bittleston_M09,bittleston_M09_filtered,12
SRR9953743,bittleston,complex,Cricket,bittleston_M07,bittleston_M07_filtered,63
SRR9953745,bittleston,complex,Cricket,bittleston_M09,bittleston_M09_unfiltered,12
SRR9953747,bittleston,complex,Cricket,bittleston_M07,bittleston_M07_filtered,57
SRR9953749,bittleston,complex,Cricket,bittleston_M07,bittleston_M07_filtered,60
SRR9953750,bittleston,complex,Cricket,bittleston_M07,bittleston_M07_unfiltered,48
SRR9953751,bittleston,complex,Cricket,bittleston_M09,bittleston_M09_unfiltered,21
SRR9953756,bittleston,complex,Cricket,bittleston_M04,bittleston_M04_unfiltered,6
SRR9953758,bittleston,complex,Cricket,bittleston_M04,bittleston_M04_unfiltered,9
SRR9953760,bittleston,complex,Cricket,bittleston_M04,bittleston_M04_unfiltered,12
SRR9953762,bittleston,complex,Cricket,bittleston_M04,bittleston_M04_unfiltered,15
SRR9953763,bittleston,complex,Cricket,bittleston_M04,bittleston_M04_filtered,15
SRR9953765,bittleston,complex,Cricket,bittleston_M05,bittleston_M05_unfiltered,39
SRR9953767,bittleston,complex,Cricket,bittleston_M06,bittleston_M06_filtered,21
SRR9953769,bittleston,complex,Cricket,bittleston_M09,bittleston_M09_unfiltered,57
SRR9953770,bittleston,complex,Cricket,bittleston_M09,bittleston_M09_filtered,60
SRR9953775,bittleston,complex,Cricket,bittleston_M09,bittleston_M09_unfiltered,60
SRR9953777,bittleston,complex,Cricket,bittleston_M06,bittleston_M06_unfiltered,15
SRR9953779,bittleston,complex,Cricket,bittleston_M06,bittleston_M06_unfiltered,18
SRR9953782,bittleston,complex,Cricket,bittleston_M06,bittleston_M06_filtered,9
SRR9953784,bittleston,complex,Cricket,bittleston_M06,bittleston_M06_filtered,12
SRR9953786,bittleston,complex,Cricket,bittleston_M04,bittleston_M04_filtered,27
SRR9953790,bittleston,complex,Cricket,bittleston_M04,bittleston_M04_filtered,21
SRR9953792,bittleston,complex,Cricket,bittleston_M04,bittleston_M04_filtered,30
SRR9953793,bittleston,complex,Cricket,bittleston_M04,bittleston_M04_unfiltered,30
SRR9953795,bittleston,complex,Cricket,bittleston_M01,bittleston_M01_unfiltered,15
SRR9953798,bittleston,complex,Cricket,bittleston_M01,bittleston_M01_filtered,24
SRR9953800,bittleston,complex,Cricket,bittleston_M01,bittleston_M01_filtered,27
SRR9953802,bittleston,complex,Cricket,bittleston_M01,bittleston_M01_filtered,30
SRR9953804,bittleston,complex,Cricket,bittleston_M08,bittleston_M08_unfiltered,27
SRR9953806,bittleston,complex,Cricket,bittleston_M08,bittleston_M08_unfiltered,15
SRR9953807,bittleston,complex,Cricket,bittleston_M08,bittleston_M08_filtered,15
SRR9953808,bittleston,complex,Cricket,bittleston_M08,bittleston_M08_unfiltered,18
SRR9953809,bittleston,complex,Cricket,bittleston_M08,bittleston_M08_filtered,18
SRR9953815,bittleston,complex,Cricket,bittleston_M07,bittleston_M07_filtered,30
SRR9953816,bittleston,complex,Cricket,bittleston_M03,bittleston_M03_unfiltered,3
SRR9953817,bittleston,complex,Cricket,bittleston_M03,bittleston_M03_filtered,6
SRR9953818,bittleston,complex,Cricket,bittleston_M02,bittleston_M02_filtered,60
SRR9953819,bittleston,complex,Cricket,bittleston_M02,bittleston_M02_unfiltered,60
SRR9953821,bittleston,complex,Cricket,bittleston_M02,bittleston_M02_unfiltered,57
SRR9953823,bittleston,complex,Cricket,bittleston_M03,bittleston_M03_filtered,3
SRR9953825,bittleston,complex,Cricket,bittleston_M02,bittleston_M02_unfiltered,63
SRR9953827,bittleston,complex,Cricket,bittleston_M07,bittleston_M07_filtered,33
SRR9953829,bittleston,complex,Cricket,bittleston_M10,bittleston_M10_filtered,27
SRR9953831,bittleston,complex,Cricket,bittleston_M10,bittleston_M10_filtered,30
SRR9953833,bittleston,complex,Cricket,bittleston_M09,bittleston_M09_filtered,39
SRR9953836,bittleston,complex,Cricket,bittleston_M09,bittleston_M09_unfiltered,30
SRR9953838,bittleston,complex,Cricket,bittleston_M09,bittleston_M09_unfiltered,33
SRR9953840,bittleston,complex,Cricket,bittleston_M09,bittleston_M09_unfiltered,24
SRR9953842,bittleston,complex,Cricket,bittleston_M09,bittleston_M09_unfiltered,27
SRR9953844,bittleston,complex,Cricket,bittleston_M10,bittleston_M10_unfiltered,60
SRR9953846,bittleston,complex,Cricket,bittleston_M07,bittleston_M07_unfiltered,3
SRR9953848,bittleston,complex,Cricket,bittleston_M07,bittleston_M07_unfiltered,6
SRR9953849,bittleston,complex,Cricket,bittleston_M07,bittleston_M07_filtered,12
SRR9953851,bittleston,complex,Cricket,bittleston_M07,bittleston_M07_filtered,15
SRR9953853,bittleston,complex,Cricket,bittleston_M07,bittleston_M07_filtered,18
SRR9953857,bittleston,complex,Cricket,bittleston_M03,bittleston_M03_unfiltered,27
SRR9953859,bittleston,complex,Cricket,bittleston_M03,bittleston_M03_unfiltered,30
SRR9953860,bittleston,complex,Cricket,bittleston_M03,bittleston_M03_filtered,33
SRR9953862,bittleston,complex,Cricket,bittleston_M06,bittleston_M06_filtered,0
SRR9953864,bittleston,complex,Cricket,bittleston_M06,bittleston_M06_unfiltered,3
SRR9953868,bittleston,complex,Cricket,bittleston_M05,bittleston_M05_filtered,63
SRR9953869,bittleston,complex,Cricket,bittleston_M05,bittleston_M05_filtered,39
SRR9953871,bittleston,complex,Cricket,bittleston_M05,bittleston_M05_filtered,36
SRR9953873,bittleston,complex,Cricket,bittleston_M06,bittleston_M06_filtered,6
SRR9953874,bittleston,complex,Cricket,bittleston_M06,bittleston_M06_unfiltered,6
SRR9953875,bittleston,complex,Cricket,bittleston_M05,bittleston_M05_filtered,30
SRR9953876,bittleston,complex,Cricket,bittleston_M05,bittleston_M05_unfiltered,27
SRR9953877,bittleston,complex,Cricket,bittleston_M10,bittleston_M10_filtered,3
SRR9953878,bittleston,complex,Cricket,bittleston_M02,bittleston_M02_filtered,9
SRR9953879,bittleston,complex,Cricket,bittleston_M02,bittleston_M02_unfiltered,9
SRR9953881,bittleston,complex,Cricket,bittleston_M02,bittleston_M02_unfiltered,6
SRR9953883,bittleston,complex,Cricket,bittleston_M02,bittleston_M02_unfiltered,3
SRR9953888,bittleston,complex,Cricket,bittleston_M08,bittleston_M08_filtered,30
SRR9953890,bittleston,complex,Cricket,bittleston_M07,bittleston_M07_filtered,48
SRR9953891,bittleston,complex,Cricket,bittleston_M08,bittleston_M08_unfiltered,33
SRR9953893,bittleston,complex,Cricket,bittleston_M08,bittleston_M08_unfiltered,36
SRR9953894,bittleston,complex,Cricket,bittleston_M08,bittleston_M08_filtered,39
SRR9953895,bittleston,complex,Cricket,bittleston_M08,bittleston_M08_unfiltered,39
SRR9953897,bittleston,complex,Cricket,bittleston_M07,bittleston_M07_unfiltered,36
SRR9953898,bittleston,complex,Cricket,bittleston_M07,bittleston_M07_filtered,36
SRR9953900,bittleston,complex,Cricket,bittleston_M07,bittleston_M07_filtered,45
SRR9953902,bittleston,complex,Cricket,bittleston_M07,bittleston_M07_filtered,42
SRR9953904,bittleston,complex,Cricket,bittleston_M08,bittleston_M08_filtered,42
SRR9953906,bittleston,complex,Cricket,bittleston_M07,bittleston_M07_filtered,0
SRR9953908,bittleston,complex,Cricket,bittleston_M10,bittleston_M10_unfiltered,9
SRR9953910,bittleston,complex,Cricket,bittleston_M10,bittleston_M10_unfiltered,12
SRR9953912,bittleston,complex,Cricket,bittleston_M10,bittleston_M10_unfiltered,15
SRR9953914,bittleston,complex,Cricket,bittleston_M06,bittleston_M06_filtered,54
SRR9953916,bittleston,complex,Cricket,bittleston_M06,bittleston_M06_filtered,57
SRR9953918,bittleston,complex,Cricket,bittleston_M06,bittleston_M06_filtered,60
SRR9953919,bittleston,complex,Cricket,bittleston_M06,bittleston_M06_unfiltered,60
SRR9953921,bittleston,complex,Cricket,bittleston_M06,bittleston_M06_unfiltered,63
SRR9953924,bittleston,complex,Cricket,bittleston_M04,bittleston_M04_unfiltered,33
SRR9953926,bittleston,complex,Cricket,bittleston_M04,bittleston_M04_unfiltered,42
SRR9953928,bittleston,complex,Cricket,bittleston_M04,bittleston_M04_unfiltered,39
SRR9953930,bittleston,complex,Cricket,bittleston_M04,bittleston_M04_unfiltered,45
SRR9953932,bittleston,complex,Cricket,bittleston_M02,bittleston_M02_unfiltered,51
SRR9953934,bittleston,complex,Cricket,bittleston_M02,bittleston_M02_unfiltered,48
